state,city_council,meter_id,zone_id,longitude,latitude,rate_per_hour,hours_of_operation,payment_types,notes,state_full,city,suburb,rate_category,zone_type,curbside_type,street_type,max_stay_minutes,operating_days,enforcement_hours,tap_to_pay,coin_acceptor,solar_powered,free_after_hours,distance_to_cbd_km,bay_capacity_index,occupancy_pct,night_rate,daily_cap,revenue_score,installed_year,last_maintained,maintenance_status
VIC,Victorian Government,311D,Z-VIC-0378,144.966708,-37.8050601,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Drummond Street and Lygon Street, approximately 22m West of Romanian Orthodox Church, Part 61-63 Queensberry Street, CARLTON VIC 3053",Victoria,Yarra,South Yarra,$4–8/hr,Smart Meter,Parallel,Local,60,Mon–Sun,09:00–17:00,TRUE,FALSE,TRUE,FALSE,1.846924899,0.88,62.8,2.17,4.25,2.35,2025,3/9/2024,Overdue
VIC,Victorian Government,231D,Z-VIC-0379,144.9563762,-37.80251,4.25,Mon–Sun 08:00–18:00,Yes,"Peel Street between Queensberry Street and Elizabeth Street, approximately 13m North of Artisans Of Spring, 217 Peel Street, NORTH MELBOURNE VIC 3051",Victoria,Port Phillip,Carlton,$4–8/hr,Smart Meter,Parallel,Local,60,Mon–Sun,07:00–19:00,TRUE,FALSE,FALSE,TRUE,4.760765012,0.88,79.5,3.81,4.25,2.97,2021,4/10/2025,OK
VIC,Victorian Government,807A,Z-VIC-0380,144.9740545,-37.8338447,4.25,Mon–Sun 08:00–18:00,Yes,"St Kilda Road between Domain Road and Bromby Street, approximately 93m SE of Melbourne Grammar School, Wadhurst Campus, Melbourne Grammar School, 1 Domain Road, MELBOURNE VIC 3004",Victoria,Port Phillip,Richmond,$4–8/hr,Ticketed,Parallel,Local,120,Mon–Fri,09:00–17:00,TRUE,TRUE,TRUE,TRUE,3.959607572,0.8,72.5,2.41,8.5,2.46,2022,3/27/2025,OK
VIC,Victorian Government,349C,Z-VIC-0381,144.9671348,-37.8002483,4.25,Mon–Sun 08:00–18:00,Yes,"Lygon Street between Grattan Street and Faraday Street, approximately 7m NW of Bendigo Bank, 282 Lygon Street, CARLTON VIC 3053",Victoria,Port Phillip,Docklands,$4–8/hr,Pay-and-Display,Parallel,Collector,240,Mon–Sat,08:00–18:00,FALSE,TRUE,TRUE,TRUE,2.2733831,0.8,79.8,2.63,17,2.71,2014,9/12/2025,OK
VIC,Victorian Government,367B,Z-VIC-0382,144.9666111,-37.8019211,4.25,Mon–Sun 08:00–18:00,Yes,"Lygon Street between Argyle Place North and Grattan Street, approximately 6m East of 7-Eleven, 161 Lygon Street, CARLTON VIC 3053",Victoria,Melbourne,South Yarra,$4–8/hr,Pay-and-Display,Parallel,Local,60,Mon–Sun,07:00–19:00,TRUE,TRUE,TRUE,FALSE,6.128088039,0.88,47.9,2.6,4.25,1.79,2024,5/15/2024,OK
VIC,Victorian Government,313C,Z-VIC-0383,144.9680645,-37.8049826,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Rathdowne Street and Drummond Street, approximately 9m West of Capital Radiology, Ground 32 Queensberry Street, CARLTON VIC 3053",Victoria,Port Phillip,St Kilda,$4–8/hr,Smart Meter,Angle,Arterial,180,Mon–Sat,08:00–18:00,TRUE,TRUE,TRUE,TRUE,3.983259752,1.3,84,2.98,12.75,4.64,2023,1/1/2025,OK
VIC,Victorian Government,223D,Z-VIC-0384,144.9662079,-37.8057459,4.25,Mon–Sun 08:00–18:00,Yes,"Lygon Street between Victoria Street and Queensberry Street, approximately 5m NW of Christian Chapel - Lygon St Church Of Christ Inc, 54 Lygon Street, CARLTON VIC 3053",Victoria,Melbourne,Richmond,$4–8/hr,Pay-and-Display,Parallel,Collector,120,Mon–Fri,07:00–19:00,TRUE,FALSE,TRUE,FALSE,1.461180413,1,55.4,3.29,8.5,2.35,2025,4/7/2024,OK
VIC,Victorian Government,297D,Z-VIC-0385,144.9649384,-37.8043995,4.25,Mon–Sun 08:00–18:00,Yes,"Cardigan Street between Queensberry Street and Argyle Place South, approximately 19m South of 102 Cardigan Street, CARLTON VIC 3053",Victoria,Melbourne,Williamstown,$4–8/hr,Smart Meter,Parallel,Collector,120,Mon–Sat,08:00–18:00,TRUE,FALSE,FALSE,FALSE,4.529393229,1,73.2,2.53,8.5,3.11,2011,9/6/2024,OK
VIC,Victorian Government,161B,Z-VIC-0386,144.9739333,-37.8027195,4.25,Mon–Sun 08:00–18:00,Yes,"Nicholson Street between Victoria Street and Carlton Street, approximately 67m SE of Carlton Gardens Tennis Club (Inc), Carlton Gardens Tennis Club, Carlton Gardens North, Nicholson Street, CARLTON VIC 3053",Victoria,Port Phillip,Footscray,$4–8/hr,Pay-and-Display,Parallel,Local,60,Mon–Sat,07:00–19:00,FALSE,FALSE,FALSE,TRUE,2.08947084,0.88,86.9,3.47,4.25,3.25,2015,10/25/2024,OK
VIC,Victorian Government,775D,Z-VIC-0387,144.9715311,-37.8274787,4.25,Mon–Sun 08:00–18:00,Yes,"St Kilda Road between Anzac Avenue and Coventry Street, approximately 43m East of Department Of Defence, Victoria Barracks Melbourne, 256-310 St Kilda Road, SOUTHBANK VIC 3006",Victoria,Yarra,Williamstown,$4–8/hr,Ticketed,Angle,Collector,60,Mon–Sun,09:00–17:00,FALSE,FALSE,TRUE,TRUE,0.2,1.32,59.4,3.82,4.25,3.33,2025,5/19/2024,OK
VIC,Victorian Government,318A,Z-VIC-0388,144.9623429,-37.804583,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Swanston Street and Bouverie Street, approximately 14m East of Central Cleaning Supplies (Aust) Pty Ltd, 201-203 Queensberry Street, CARLTON VIC 3053",Victoria,Boroondara,St Kilda,$4–8/hr,App-Only,Parallel,Local,120,Mon–Fri,08:00–18:00,FALSE,TRUE,TRUE,FALSE,7.719976242,0.8,55.9,2.83,8.5,1.9,2017,11/21/2024,OK
VIC,Victorian Government,310B,Z-VIC-0389,144.961043,-37.8042149,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Bouverie Street and Leicester Street, approximately 4m South of Melbourne Graduate School Of Education, 234 Queensberry Street, CARLTON VIC 3053",Victoria,Hobsons Bay,South Yarra,$4–8/hr,App-Only,Parallel,Local,180,Mon–Sun,07:00–19:00,TRUE,TRUE,TRUE,FALSE,5.113159751,0.72,54.4,2.34,12.75,1.66,2025,3/5/2024,Overdue
VIC,Victorian Government,296A,Z-VIC-0390,144.965505,-37.8011074,4.25,Mon–Sun 08:00–18:00,Yes,"Cardigan Street between Argyle Place North and Grattan Street, approximately 3m SW of 170-174 Cardigan Street, CARLTON VIC 3053",Victoria,Stonnington,Docklands,$4–8/hr,App-Only,Angle,Local,60,Mon–Sat,09:00–17:00,TRUE,FALSE,TRUE,FALSE,3.281733327,1.06,55.7,2.66,4.25,2.51,2024,8/12/2025,OK
VIC,Victorian Government,356C,Z-VIC-0391,144.9655871,-37.8035656,4.25,Mon–Sun 08:00–18:00,Yes,"Argyle Place South between Lygon Street and Cardigan Street, approximately 4m NE of Clinica Lase, Ground 23-25 Argyle Place South, CARLTON VIC 3053",Victoria,Melbourne,Carlton,$4–8/hr,Smart Meter,Perpendicular,Local,120,Mon–Sun,24/7,TRUE,TRUE,FALSE,FALSE,5.783350923,1.12,84.2,3.72,8.5,4.01,2016,8/2/2024,OK
VIC,Victorian Government,373B,Z-VIC-0392,144.964964,-37.8006188,4.25,Mon–Sun 08:00–18:00,Yes,"Grattan Street between Cardigan Street and Swanston Street, approximately 23m West of Domino's Pizza, Shop 2, Ground 121 Grattan Street, CARLTON VIC 3053",Victoria,Stonnington,St Kilda,$4–8/hr,Pay-and-Display,Angle,Collector,120,Mon–Sat,07:00–19:00,TRUE,TRUE,TRUE,TRUE,4.480208871,1.2,91,3.72,8.5,4.64,2018,10/25/2023,Overdue
VIC,Victorian Government,313A,Z-VIC-0393,144.9680263,-37.8052028,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Rathdowne Street and Drummond Street, approximately 18m NE of Elmsmere House, 70-72 Drummond Street, CARLTON VIC 3053",Victoria,Yarra,St Kilda,$4–8/hr,Pay-and-Display,Perpendicular,Collector,180,Mon–Sat,24/7,TRUE,TRUE,TRUE,FALSE,3.05785361,1.26,64.9,3.59,12.75,3.48,2017,5/28/2025,OK
VIC,Victorian Government,311B,Z-VIC-0394,144.9669995,-37.804867,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Drummond Street and Lygon Street, approximately 16m East of 68 Queensberry Street, CARLTON VIC 3053",Victoria,Melbourne,Richmond,$4–8/hr,Ticketed,Angle,Collector,120,Mon–Sat,08:00–18:00,TRUE,FALSE,FALSE,TRUE,6.242612299,1.2,71.4,3.5,8.5,3.64,2014,7/22/2024,OK
VIC,Victorian Government,311A,Z-VIC-0395,144.9669545,-37.8050844,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Drummond Street and Lygon Street, approximately 3m North of Romanian Orthodox Church, Part 61-63 Queensberry Street, CARLTON VIC 3053",Victoria,Maribyrnong,Fitzroy,$4–8/hr,App-Only,Parallel,Local,60,Mon–Fri,07:00–19:00,TRUE,FALSE,TRUE,FALSE,1.947811509,0.88,82.8,3.5,4.25,3.1,2022,9/25/2024,OK
VIC,Victorian Government,293B,Z-VIC-0396,144.9689968,-37.8029791,4.25,Mon–Sun 08:00–18:00,Yes,"Pelham Street between Rathdowne Street and Drummond Street, approximately 35m West of Sacred Heart, 169 Rathdowne Street, CARLTON VIC 3053",Victoria,Maribyrnong,Richmond,$4–8/hr,Ticketed,Parallel,Arterial,60,Mon–Fri,24/7,TRUE,FALSE,TRUE,TRUE,3.432476396,1.32,60,3.15,4.25,3.37,2015,8/23/2025,OK
VIC,Victorian Government,775E,Z-VIC-0397,144.9716845,-37.826867,4.25,Mon–Sun 08:00–18:00,Yes,"Marquis of Linlithgow Memorial Reserve, approximately 28m SW of Marquis of Linlithgow Memorial Reserve, 257-269 St Kilda Road, MELBOURNE VIC 3004",Victoria,Melbourne,Richmond,$4–8/hr,Pay-and-Display,Parallel,Collector,30,Mon–Fri,07:00–19:00,TRUE,TRUE,TRUE,TRUE,3.470009876,1.15,86.1,3.34,4.25,4.21,2022,5/5/2024,OK
VIC,Victorian Government,162A,Z-VIC-0398,144.9696287,-37.8016499,4.25,Mon–Sun 08:00–18:00,Yes,"Rathdowne Street between Pelham Street and Grattan Street, approximately 3m NE of 233 Rathdowne Street, CARLTON VIC 3053",Victoria,Port Phillip,Richmond,$4–8/hr,Pay-and-Display,Angle,Arterial,60,Mon–Sat,08:00–18:00,TRUE,TRUE,TRUE,FALSE,5.272232349,1.58,68.6,2.87,4.25,4.61,2023,2/27/2025,OK
VIC,Victorian Government,162B,Z-VIC-0399,144.9698977,-37.8017585,4.25,Mon–Sun 08:00–18:00,Yes,"Rathdowne Street between Pelham Street and Grattan Street, approximately 27m East of 233 Rathdowne Street, CARLTON VIC 3053",Victoria,Maribyrnong,Fitzroy,$4–8/hr,App-Only,Parallel,Local,240,Mon–Sat,09:00–17:00,TRUE,TRUE,TRUE,FALSE,3.494270803,0.64,35.1,2.99,17,0.95,2025,7/8/2025,OK
VIC,Victorian Government,191B,Z-VIC-0400,144.9655245,-37.8049304,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Lygon Street and Cardigan Street, approximately 27m South of Triggah Hair, 102 Queensberry Street, CARLTON VIC 3053",Victoria,Maribyrnong,Footscray,$4–8/hr,Smart Meter,Parallel,Arterial,60,Mon–Sun,08:00–18:00,TRUE,TRUE,TRUE,FALSE,1.688421256,1.32,49.1,2.46,4.25,2.75,2022,9/10/2025,OK
VIC,Victorian Government,349A,Z-VIC-0401,144.9672708,-37.7994086,4.25,Mon–Sun 08:00–18:00,Yes,"Lygon Street between Grattan Street and Faraday Street, approximately 6m West of Husk, Ground 324 Lygon Street, CARLTON VIC 3053",Victoria,Hobsons Bay,Footscray,$4–8/hr,Ticketed,Parallel,Collector,30,Mon–Sat,08:00–18:00,TRUE,FALSE,TRUE,FALSE,6.27875773,1.15,52.7,3.22,4.25,2.58,2011,6/11/2024,OK
VIC,Victorian Government,356A,Z-VIC-0402,144.9660053,-37.8033801,4.25,Mon–Sun 08:00–18:00,Yes,"Argyle Place South between Lygon Street and Cardigan Street, approximately 16m NW of Parco Canteen, 2 Argyle Place South, CARLTON VIC 3053",Victoria,Port Phillip,St Kilda,$4–8/hr,Smart Meter,Perpendicular,Local,240,Mon–Fri,09:00–17:00,TRUE,TRUE,FALSE,FALSE,7.079152822,0.9,71.1,2.96,17,2.72,2019,12/8/2023,Overdue
VIC,Victorian Government,ZOO10,Z-VIC-0403,144.9548363,-37.7844492,4.25,Mon–Sun 08:00–18:00,Yes,Royal Park,Victoria,Hobsons Bay,Richmond,$4–8/hr,App-Only,Angle,Collector,60,Mon–Sat,08:00–18:00,TRUE,TRUE,TRUE,FALSE,3.615696074,1.32,69.7,2.89,4.25,3.91,2022,9/4/2025,OK
VIC,Victorian Government,350A,Z-VIC-0404,144.9456048,-37.8102101,4.25,Mon–Sun 08:00–18:00,Yes,"Stanley Street between Railway Place and Adderley Street, approximately 3m SE of 232 Stanley Street, WEST MELBOURNE VIC 3003",Victoria,Hobsons Bay,Carlton,$4–8/hr,App-Only,Parallel,Local,120,Mon–Fri,08:00–18:00,TRUE,FALSE,TRUE,TRUE,5.450327121,0.8,52.8,3.68,8.5,1.8,2021,3/18/2024,Overdue
VIC,Victorian Government,ZOO21,Z-VIC-0405,144.9529081,-37.7818288,4.25,Mon–Sun 08:00–18:00,Yes,Royal Park,Victoria,Melbourne,Docklands,$4–8/hr,Pay-and-Display,Parallel,Collector,120,Mon–Sat,08:00–18:00,FALSE,TRUE,TRUE,FALSE,7.340947187,1,40,3.68,8.5,1.7,2018,3/31/2024,Overdue
VIC,Victorian Government,ZOO7,Z-VIC-0406,144.9526703,-37.785996,4.25,Mon–Sun 08:00–18:00,Yes,"Royal Park, approximately 84m SW of Melbourne Zoological Gardens, 6 Elliott Avenue, PARKVILLE VIC 3052",Victoria,Hobsons Bay,Docklands,$4–8/hr,App-Only,Parallel,Arterial,120,Mon–Fri,08:00–18:00,TRUE,TRUE,FALSE,FALSE,3.934917503,1.2,58.2,3.59,8.5,2.97,2013,2/21/2025,OK
VIC,Victorian Government,ZOO17,Z-VIC-0407,144.9539618,-37.7830122,4.25,Mon–Sun 08:00–18:00,Yes,"Royal Park, approximately 92m NE of Zoo Bakery, Kiosk 6, Melbourne Zoological Gardens, 6 Elliott Avenue, PARKVILLE VIC 3052",Victoria,Port Phillip,Fitzroy,$4–8/hr,Smart Meter,Parallel,Arterial,60,Mon–Sat,08:00–18:00,TRUE,TRUE,FALSE,FALSE,4.112385637,1.32,78.9,3.23,4.25,4.43,2022,1/3/2025,OK
VIC,Victorian Government,ZOO26,Z-VIC-0408,144.9499307,-37.7819862,4.25,Mon–Sun 08:00–18:00,Yes,Royal Park,Victoria,Melbourne,Fitzroy,$4–8/hr,App-Only,Angle,Collector,60,Mon–Fri,09:00–17:00,TRUE,TRUE,TRUE,FALSE,2.46935467,1.32,69.7,3.17,4.25,3.91,2014,1/19/2024,Overdue
VIC,Victorian Government,359A,Z-VIC-0409,144.9497616,-37.8095673,4.25,Mon–Sun 08:00–18:00,Yes,"Spencer Street between Dudley Street and Rosslyn Street, approximately 3m SW of Creffield Digital Print, Ground 456-462 Spencer Street, WEST MELBOURNE VIC 3003",Victoria,Maribyrnong,Carlton,$4–8/hr,Pay-and-Display,Angle,Arterial,60,Mon–Sat,08:00–18:00,FALSE,FALSE,TRUE,FALSE,4.313746689,1.58,77.8,3.37,4.25,5.22,2022,8/29/2025,OK
VIC,Victorian Government,359B,Z-VIC-0410,144.9495714,-37.8097549,4.25,Mon–Sun 08:00–18:00,Yes,"Spencer Street between Dudley Street and Rosslyn Street, approximately 9m SE of Triumph City, 463-465 Spencer Street, WEST MELBOURNE VIC 3003",Victoria,Maribyrnong,Carlton,$4–8/hr,Pay-and-Display,Parallel,Collector,240,Mon–Sat,08:00–18:00,TRUE,TRUE,TRUE,FALSE,2.943389966,0.8,68.6,2.21,17,2.33,2023,2/15/2025,OK
VIC,Victorian Government,350C,Z-VIC-0411,144.9462315,-37.8098296,4.25,Mon–Sun 08:00–18:00,Yes,"Stanley Street between Railway Place and Adderley Street, approximately 5m South of 202-204 Stanley Street, WEST MELBOURNE VIC 3003",Victoria,Hobsons Bay,Southbank,$4–8/hr,App-Only,Parallel,Local,60,Mon–Sun,08:00–18:00,FALSE,FALSE,TRUE,FALSE,6.355824775,0.88,54,3.53,4.25,2.02,2022,3/30/2024,Overdue
VIC,Victorian Government,350D,Z-VIC-0412,144.9463761,-37.8100147,4.25,Mon–Sun 08:00–18:00,Yes,"Stanley Street between Railway Place and Adderley Street, approximately 4m NW of Content Hustlers, 171-173 Stanley Street, WEST MELBOURNE VIC 3003",Victoria,Stonnington,South Yarra,$4–8/hr,Smart Meter,Angle,Local,180,Mon–Sat,07:00–19:00,FALSE,FALSE,TRUE,FALSE,1.610890749,0.86,68,3.26,12.75,2.49,2019,8/24/2024,OK
VIC,Victorian Government,338A,Z-VIC-0413,144.969245,-37.8040332,4.25,Mon–Sun 08:00–18:00,Yes,"Rathdowne Street between Queensberry Street and Pelham Street, approximately 62m North of Sheng Run House, 97-105 Rathdowne Street, CARLTON VIC 3053",Victoria,Hobsons Bay,Carlton,$4–8/hr,Pay-and-Display,Perpendicular,Collector,60,Mon–Fri,08:00–18:00,TRUE,TRUE,TRUE,FALSE,6.745383098,1.54,57.9,2.82,4.25,3.79,2016,4/11/2024,OK
VIC,Victorian Government,670A,Z-VIC-0414,144.9627191,-37.810038,4.25,Mon–Sun 08:00–18:00,Yes,"La Trobe Street between Swanston Street and Elizabeth Street, approximately 6m North of Ikura Sushi, Shop 3, LwrGround 300 Lonsdale Street, MELBOURNE VIC 3000",Victoria,Boroondara,CBD,$4–8/hr,Pay-and-Display,Perpendicular,Local,180,Mon–Fri,07:00–19:00,TRUE,TRUE,FALSE,TRUE,5.218496531,1.01,72.3,2.33,12.75,3.1,2015,12/15/2023,Overdue
VIC,Victorian Government,647A,Z-VIC-0415,144.958567,-37.8145117,4.25,Mon–Sun 08:00–18:00,Yes,"Little Bourke Street between Queen Street and William Street, approximately 31m West of Mantra On Little Bourke, Gnd-Level 10, 471 Little Bourke Street, MELBOURNE VIC 3000",Victoria,Port Phillip,Richmond,$4–8/hr,Smart Meter,Parallel,Local,180,Mon–Fri,07:00–19:00,TRUE,TRUE,TRUE,FALSE,3.28016454,0.72,58.9,3.46,12.75,1.8,2002,5/6/2025,OK
VIC,Victorian Government,675B,Z-VIC-0416,144.9628454,-37.809225,4.25,Mon–Sun 08:00–18:00,Yes,"Little La Trobe Street between Swanston Street and Elizabeth Street, approximately 4m SW of 18-20 Little La Trobe Street, MELBOURNE VIC 3000",Victoria,Hobsons Bay,Williamstown,$4–8/hr,Ticketed,Perpendicular,Collector,120,Mon–Sat,09:00–17:00,TRUE,TRUE,FALSE,TRUE,2.731858317,1.4,76.9,2.45,8.5,4.58,2018,8/15/2024,OK
VIC,Victorian Government,682A,Z-VIC-0417,144.96117,-37.8078317,4.25,Mon–Sun 08:00–18:00,Yes,"Franklin Street between Swanston Street and Elizabeth Street, approximately 7m East of Part Ground 58 Franklin Street, MELBOURNE VIC 3000",Victoria,Maribyrnong,Williamstown,$4–8/hr,Smart Meter,Parallel,Collector,120,Mon–Fri,07:00–19:00,TRUE,TRUE,TRUE,FALSE,5.268712666,1,47,3.41,8.5,2,2002,11/1/2024,OK
VIC,Victorian Government,PPARK2,Z-VIC-0418,144.9612197,-37.7818785,4.25,Mon–Sun 08:00–18:00,Yes,Princes Park,Victoria,Hobsons Bay,Footscray,$4–8/hr,Smart Meter,Angle,Local,60,Mon–Sat,07:00–19:00,TRUE,TRUE,FALSE,FALSE,2.30061389,1.06,67.9,3.38,4.25,3.06,2024,7/22/2024,OK
VIC,Victorian Government,800D,Z-VIC-0419,144.980396,-37.8487678,4.25,Mon–Sun 08:00–18:00,Yes,"St Kilda Road between Moubray Street and High Street, approximately 13m South of Wesley College Melbourne, Wesley College, 567-581 St Kilda Road, MELBOURNE VIC 3004",Victoria,Port Phillip,Docklands,$4–8/hr,Smart Meter,Parallel,Collector,120,Mon–Sat,08:00–18:00,TRUE,FALSE,TRUE,TRUE,6.164728115,1,69.1,3.6,8.5,2.94,2012,11/26/2023,Overdue
VIC,Victorian Government,813B,Z-VIC-0420,144.9802016,-37.8451596,4.25,Mon–Sun 08:00–18:00,Yes,"Commercial Road between St Kilda Road and Punt Road, approximately 6m NW of Chevron IGA, Ground 19 Commercial Road, MELBOURNE VIC 3004",Victoria,Maribyrnong,South Yarra,$4–8/hr,Pay-and-Display,Parallel,Local,120,Mon–Sat,09:00–17:00,TRUE,TRUE,TRUE,TRUE,5.52766663,0.8,65.8,2.69,8.5,2.24,2016,7/24/2024,OK
VIC,Victorian Government,828D,Z-VIC-0421,144.972369,-37.8259892,4.25,Mon–Sun 08:00–18:00,Yes,"Kings Domain, approximately 87m NE of Marquis of Linlithgow Memorial Reserve, 257-269 St Kilda Road, MELBOURNE VIC 3004",Victoria,Hobsons Bay,Docklands,$4–8/hr,Ticketed,Angle,Collector,60,Mon–Sun,08:00–18:00,TRUE,FALSE,TRUE,TRUE,2.551517798,1.32,67,2.96,4.25,3.76,2012,5/2/2025,OK
VIC,Victorian Government,811C,Z-VIC-0422,144.9807619,-37.8477892,4.25,Mon–Sun 08:00–18:00,Yes,"Moubray Street between St Kilda Road and Punt Road, approximately 47m West of Ormond Collective, 17 Moubray Street, MELBOURNE VIC 3004",Victoria,Maribyrnong,St Kilda,$4–8/hr,Ticketed,Angle,Collector,60,Mon–Sun,09:00–17:00,TRUE,FALSE,TRUE,FALSE,6.786038887,1.32,59.2,2.25,4.25,3.32,2012,3/30/2025,OK
VIC,Victorian Government,812B,Z-VIC-0423,144.9834052,-37.8482404,4.25,Mon–Sun 08:00–18:00,Yes,"Moubray Street between St Kilda Road and Punt Road, approximately 49m SE of Royal Freemasons Ltd, Part 45 Moubray Street, MELBOURNE VIC 3004",Victoria,Port Phillip,Williamstown,$4–8/hr,Ticketed,Perpendicular,Collector,120,Mon–Fri,07:00–19:00,TRUE,FALSE,FALSE,FALSE,2.391068444,1.4,66.4,3.28,8.5,3.95,2022,1/24/2025,OK
VIC,Victorian Government,812A,Z-VIC-0424,144.982682,-37.8480084,4.25,Mon–Sun 08:00–18:00,Yes,"Moubray Street between St Kilda Road and Punt Road, approximately 21m West of Royal Freemasons Ltd, Part 45 Moubray Street, MELBOURNE VIC 3004",Victoria,Stonnington,Fitzroy,$4–8/hr,Smart Meter,Perpendicular,Collector,60,Mon–Fri,24/7,TRUE,TRUE,TRUE,FALSE,4.336921607,1.54,82.5,3.81,4.25,5.4,2023,11/24/2024,OK
VIC,Victorian Government,803D,Z-VIC-0425,144.9771656,-37.8398437,4.25,Mon–Sun 08:00–18:00,Yes,"St Kilda Road between Slater Street and Armadale Street, approximately 33m South of Commodity Cafe, Part Ground 441 St Kilda Road, MELBOURNE VIC 3004",Victoria,Hobsons Bay,Footscray,$4–8/hr,Smart Meter,Angle,Arterial,60,Mon–Fri,08:00–18:00,TRUE,FALSE,TRUE,TRUE,2.686009975,1.58,73.2,2.59,4.25,4.92,2025,9/24/2024,OK
VIC,Victorian Government,816A,Z-VIC-0426,144.9837347,-37.8380835,4.25,Mon–Sun 08:00–18:00,Yes,"Fawkner Park, approximately 76m South of Wyalla, 3-5 Marne Street, SOUTH YARRA VIC 3141",Victoria,Yarra,Docklands,$4–8/hr,App-Only,Parallel,Collector,120,Mon–Fri,09:00–17:00,TRUE,TRUE,TRUE,FALSE,3.014677048,1,57.5,3.47,8.5,2.44,2002,11/20/2023,Overdue
VIC,Victorian Government,815A,Z-VIC-0427,144.9812218,-37.8377728,4.25,Mon–Sun 08:00–18:00,Yes,"Fawkner Park, approximately 23m South of 88W Toorak Road, SOUTH YARRA VIC 3141",Victoria,Stonnington,Williamstown,$4–8/hr,App-Only,Parallel,Collector,120,Mon–Sun,24/7,TRUE,FALSE,FALSE,FALSE,5.901707043,1,61.7,2.74,8.5,2.62,2015,3/23/2024,Overdue
VIC,Victorian Government,819A,Z-VIC-0428,144.9756027,-37.833155,4.25,Mon–Sun 08:00–18:00,Yes,"Kings Domain South, approximately 35m NW of Melbourne Grammar School, Senior School, Melbourne Grammar School, 47 Domain Road, MELBOURNE VIC 3004",Victoria,Melbourne,Williamstown,$4–8/hr,Pay-and-Display,Parallel,Collector,240,Mon–Sat,08:00–18:00,TRUE,TRUE,FALSE,TRUE,1.783147997,0.8,46.4,3.53,17,1.58,2017,12/15/2023,Overdue
VIC,Victorian Government,820B,Z-VIC-0429,144.9780761,-37.8334756,4.25,Mon–Sun 08:00–18:00,Yes,"Kings Domain South, approximately 92m NW of 148 Domain Street, SOUTH YARRA VIC 3141",Victoria,Boroondara,Southbank,$4–8/hr,Pay-and-Display,Parallel,Collector,60,Mon–Fri,07:00–19:00,FALSE,FALSE,TRUE,FALSE,4.461487668,1.1,60.4,3.11,4.25,2.82,2014,6/1/2024,OK
VIC,Victorian Government,820C,Z-VIC-0430,144.9782735,-37.8336626,4.25,Mon–Sun 08:00–18:00,Yes,"Domain Road between Dallas Brooks Drive and Domain Street, approximately 67m West of 148 Domain Street, SOUTH YARRA VIC 3141",Victoria,Melbourne,Footscray,$4–8/hr,Ticketed,Angle,Local,60,Mon–Sat,08:00–18:00,TRUE,FALSE,TRUE,TRUE,2.937894713,1.06,69.4,2.56,4.25,3.13,2019,9/2/2025,OK
VIC,Victorian Government,817B,Z-VIC-0431,144.977659,-37.8350161,4.25,Mon–Sun 08:00–18:00,Yes,"Intersection of Bromby Street and Adams Street, approximately 25m NW of 15-17 Bromby Street, SOUTH YARRA VIC 3141",Victoria,Port Phillip,South Yarra,$4–8/hr,Pay-and-Display,Parallel,Collector,120,Mon–Fri,09:00–17:00,FALSE,FALSE,TRUE,FALSE,3.594319555,1,64.5,3.23,8.5,2.74,2023,10/4/2024,OK
VIC,Victorian Government,817A,Z-VIC-0432,144.9758429,-37.8347787,4.25,Mon–Sun 08:00–18:00,Yes,"Bromby Street between Arnold Street and St Kilda Road, approximately 23m NW of 71-73 Bromby Street, SOUTH YARRA VIC 3141",Victoria,Yarra,Southbank,$4–8/hr,Pay-and-Display,Parallel,Arterial,120,Mon–Fri,08:00–18:00,TRUE,TRUE,FALSE,FALSE,4.344007426,1.2,70.8,3.59,8.5,3.61,2012,11/7/2024,OK
VIC,Victorian Government,801D,Z-VIC-0433,144.9791726,-37.8454068,4.25,Mon–Sun 08:00–18:00,Yes,"St Kilda Road between Commercial Road and Moubray Street, approximately 7m SW of Rosco's @ Chevron, 525 St Kilda Road, MELBOURNE VIC 3004",Victoria,Boroondara,St Kilda,$4–8/hr,Ticketed,Parallel,Collector,120,Mon–Sun,08:00–18:00,TRUE,FALSE,TRUE,FALSE,2.94178177,1,74.8,2.99,8.5,3.18,2014,8/30/2024,OK
VIC,Victorian Government,857D,Z-VIC-0434,144.9775147,-37.8138099,4.25,Mon–Sun 08:00–18:00,"Card, Coin","Lansdowne Street between Wellington Parade and St Andrews Place, approximately 33m NW of Food Truck - Site No B8 - Adj - Conservatory Bld, Lansdowne Street, EAST MELBOURNE VIC 3002",Victoria,Melbourne,CBD,$4–8/hr,App-Only,Perpendicular,Local,240,Mon–Sat,08:00–18:00,TRUE,TRUE,TRUE,TRUE,6.825675272,0.9,45.5,2.34,17,1.74,2024,2/20/2025,OK
